text,class
"b""this sometimes-tedious and often-moving documentary charts the life and times of anne frank , the young diarist and most-famous victim of adolph hitler . \nwriter/director/producer jon blair has collected a staggering amount of historical material on both anne and the frank family . \nwe meet miep gies , one of the family's protectors who is still alive . \nshe recounts how she found the diary in the days after the germans captured the franks . \nwe watch otto frank , anne's father and surviving family member , in interview footage filmed before his death . \nblair successfully combines these clips , footage , and other historical records to recount exactly what happened during that terrible period of european history . \nas narrated by kenneth branagh and with diary excepts read by glenn close , anne frank remembered retells more than just anne's story . \nwe meet and learn about the * many * friends , family members , and acquaintances whose lives were touched by this young woman and her writings . \nwinner of the last year's academy award for best documentary . \n""",1
"b'sam ( matthew broderick ) is an astronomer in a small american town and engaged to teacher linda ( kelly preston ) . \nhe is head over heels in love and lindas sudden departure to new york city to live with her new lover anton ( tch ? ky karyo ) comes as a complete surprise to him . \nbut as we all know love is blind and so sam leaves for new york as well to win her back . \nhe moves into an abandoned house across the street from anton\'s apartment and installs a camera obscura to watch them . \nsuddenly anton\'s ex maggie shows up , but she does not want her former lover back . \non the contrary , all she wants to do is vaporize him . \nshe may say that she doesn\'t want to kill him , but the possibility doesn\'t bother her too much either . \nafter all , people die every day . \nin spite of their different motives the two team up and fall for each other as things move on . \nthe story sounds like something we all have seen a million times . \nbut we haven\'t . \ngriffin dunne brings us the most charming comedy since "" while you where sleeping "" . \nthe camera obscura adds a "" special something "" to the movie and makes it an exceptional romantic comedy . \neverything about the movie is perfect , from set design to casting . \nthe dialogues are inspired and the touches of black humor add a certain bite . \nmeg ryan , known from "" when harry met sally "" or "" sleepless in seattle "" , surprises in a role that may finally help her get rid of her sweet little girl image . \nshe impresses the viewer as a maneating biker girl . \neven more surprising is the fact that the viewer believes her , much more so than in last years "" courage under fire "" where she played a gulf war pilot . \nmatthew broderick is the goodnatured and somewhat naive sam who has trouble accepting reality . \nthe viewer can tell that he doesn\'t only watch the stars but also tries to reach out for them . \nhe has trouble keeping in touch with reality . \nafter all , who would leave everything behind to chase a lost love ? \nhis naivet ? that we don\'t question for a minute throughout the movie clashes with maggies exaggerated wish for revenge . \nshe would do anything to harm anton . \nshe doesn\'t hesitate to use sam for her plan and makes him understand right from the beginning that nothing will happen between the two of them . \nthat makes the scenes when they innocently share a bed , have potatoe chips and watch the action across the street like a saturday night show on tv even funnier . \ntch ? ky karyo is perfect as anton . \nhe is , well , repulsive . \nthat\'s all there is to say about him . \nyou can\'t really manage to pity him , even after all his mishaps . \nhe not only took sam\'s bride away from him , he is also a french chef . \nworlds collide , i . \ne . \nthe usa and france . \nthis can only go wrong . \neven if maggies revenge schemes are at times shocking , you just can\'t sympathize with a man who plays "" je t\'aime . . . moi \nnon plus "" on his tape deck . \nnot everyone is captured by the french charme that linda and even maggie fell for . \nsam certainly isn\'t . \ntoo bad for anton . \nfor him things take a turn to the worse . \n "" addicted to love "" is one of this year\'s most pleasant surprises . \n'",1
"b'for his directoral debut , gary oldman chose a highly personal family drama about a violent , alcoholic husband and father , and the various lives he affects . \nbut while the characters , places and events may have special meaning to the writer-director , the audience is left in the dark . \nthe center of this tale is the abusive raymond ( ray winstone ) , and the film focuses on him and the people who orbit around him . \nhe spends his days hanging out with his friends at pubs and girlie bars . \nthen , he returns home to his pregnant wife , valerie ( kathy burke ) and their five-year-old daughter . \nraymond demonstrates his violent tendencies ( and his paranoid delusions ) early on when he accuses valerie\'s brother , billy ( charlie creed-miles ) , of stealing . \nraymond then proceed to beat ( and bite ) him to a bloody wreck . \nbut these are the least of billy\'s problems . \nbilly is a heroin addict on the downturn , and it doesn\'t seem that he\'ll last much longer . \nbilly and valerie\'s mother , janet ( laila morse ) , is raymond\'s nemesis . \nshe disapproves of him ( and he of her ) , but is powerless to do anything about it . \nshe merely struggles on , hoping her children will survive their respective torments . \nif this description seems bleak , i haven\'t told the half of it . \nthis is not a cheery movie , and most of the time it\'s downright depressing . \nwhile at times it is interesting to watch to see just what makes raymond tick , and why no one ever simply calls the cops on him , in the end , it\'s not quite worth it . \nthere are too many scenes which randomly dot the picture with little or no purpose . \ntake for example the extended sequence where one of billy\'s scuzzy friends defends a stray puppy . \nthe film is filled with these "" character moments "" that never really achieve anything . \ngranted , there are a few genuinely powerful ( and sickening ) moments in the film , but their expression seems to be more of a catharsis for the creator than us . \nthe actors do a fine job , particularly in the central roles . \nthe good thing about an actor turned writer is that oldman knows how to write good scenes , and the actors in nil by mouth have some meat they can tear into . \nthe bad thing about an actor turned director is that there\'s no one to restrain oldman from making poor choices . \na good character drama should mean something to those involved in making the film and the audience . \noldman got it about half right . \n'",0
"b'if the 70\'s nostalgia didn\'t make you feel old , the 80\'s nostalgia is bound to . \none of the latter set , "" the wedding singer , "" seems to be written by someone who did not experience the 1980\'s directly but only read about them in an article in parade magazine . \nthe wacky fashions are here . \n . \n . \nand the music . \n . \n . \nand references aplenty to celebrities and signs of the times , but it all seems tediously-and too obviously-inserted for the didn\'t-we-dress-funny-back-then chuckle . \nthe plot is standard romantic comedy with nothing original : robbie ( adam sandler ) is a wedding singer ; julia ( drew barrymore ) waits tables at weddings . \nboth are engaged ; however , robbie\'s fiance ( angela featherstone ) dumps him at the altar , and julia\'s fiance ( matthew glave ) is a skirt-chasing speculator in junk bonds . \nrobbie and julia go through the expected ups-and-downs as they realize they were meant to be together . \ni\'ll fess up-i\'ve never found adam sandler funny . \nwhatever his appeal is , i\'ve missed it . \n ( other comedians i don\'t get include pauly shore and pee wee herman-make your own judgments ) . \nthe stupidity and artificiality of the whole project is summarized in a cameo by billy idol as himself . \nidol looks like hell , and the ravages of his lifestyle are barely concealed by thick makeup . \nhe\'s mocked by a photo of his younger self on a rolling stone cover in the same scene . \nwe\'re not supposed to notice that , and we\'re not supposed to notice how silly it is that billy idol suddenly appears to play fairy godmother to robbie . \nother cameos , by steve buscemi and jon lovitz , provide the only real laughs in the movie . \nlovitz is especially good , playing a rival wedding singer plotting with the mania of a bond villain to take advantage of robbie\'s post-break-up depression . \n'",0
"b'meet joe black is your classic boy-meets-girl , boy-likes-girl , boy-gets-killed-in-horrible-accident , supernatural-entity-takes-over-boy\'s-body , supernatural-entity-falls-in-love-with-girl story . \nbased on the 1934 film death takes a holiday , meet joe black is a well acted romantic drama which explores the meanings of life and love . \nwilliam parrish ( anthony hopkins ) is a billionaire businessman on the brink of his 65th birthday . \nhe has built a huge media empire , and raised two beautiful daughters , allison ( marcia gay harden ) and susan ( claire forlani ) . \nwilliam has been able to negotiate his way out of many tough spots . . . but he has suddenly begun fearing his own mortality , the one situation he won\'t be able to talk his way out of . \nand he has good reason to fear , for death himself is stalking him . \nhowever , death has a deal to make . \ndeath has taken possession of a man who has recently died ( brad pitt ) , and wants william to be his guide in a holiday among the living . \nin return , william gets to live a few extra days . \nof course , he agrees . \ndeath , under the human name of "" joe black "" , gets to experience life as a complete innocent . \nhe never before has experienced the simple pleasures of a springy matters or peanut butter . \nand he\'s not quite compared for the more complex pleasures when he and susan fall in love . \nbut , is their affair doomed to an early demise ? \nat nearly three hours in length , meet joe black is a little bit on the leisurely side , though it never gets boringly lengthy . \ninstead , the film gets a chance to develop some nicely textured characters and situations . \nyou get to soak in and enjoy the atmosphere , rather than being hurriedly rushed through it . \nthe romantic angle works well , though , surprisingly , the interactions between joe black and william parrish are more interesting than those with his daughter . \nthis is most likely due to anthony hopkins , who once again displays his superb acting skills . \nwilliam is a desperate man who has had a seemingly ideal life , and doesn\'t want to let it go . \nby contrast , claire forlani is merely the romantic interest . \nshe gets to show joe the ropes of love , but is hardly as interesting a character . \nas joe black , brad pitt seems a bit stilted . \ngranted , he\'s supposed to be out-of-place , but the overly formal technique used by pitt begins to distract from the role . \nstill , he is able to hold his own , and over the course of the three hours , his character begins to grow on you . \nthe main character who seems out of place here is drew ( jake weber ) , an ambitious executive in williams\' company who is joe black\'s main rival for susan\'s affections . \nweber plays the character with a hammy relish reminiscent of snidley whiplash . \nthis cartoonish foil an aberration in a film filled many more dimensional characters . \nthe supernatural elements of the film are handled murkily , but never distractingly so . \nwe never learn what is the exact nature of death , or why he\'s never done something like this before . \nit actually gets a bit creepy when death talks to the dying in their own voices/accents . \n ( his initial conversations with hopkins sound shockingly like hannibal lecter . . . ) \nand the ultimate resolution to one of the film\'s supernatural problems seems , well , somewhat superficial . \nstill , even with the film\'s length , it was a pleasant time at the movies , something you wouldn\'t necessarily expect from a film about death . . . but one which meet joe black delivers anyhow . \n'",1
"b'hello kids . \ntoday the movie studios want to take over my critical review , and somehow persuade you that _armageddon_ , the summer\'s biggest blockbuster , is a film for everybody . \nand remember , if a film is for _everybody_ , and if it makes the most money for the summer , it _must_ be good , right ? \narmageddon is a comedy , with a capital "" c "" . \nit stars bruce willis , who has a hundred one-liners ! \nit has a tiny rock land directly in the middle of a heated argument in new york city ! ! \nand , chuckle , chuckle , one of those new yorkers , _survives_ , with charcoal all over his face ! ! \nsnorkle , * sniff * , hiccup . \nand it has steve buscemi as a _genius_ who wants to work for an oil rig ? \nknee-slap ! ! \nisn\'t this just so , so , funny ! ? \narmageddon also has romance , with a capital "" r "" . \nit has a tender moment between * forbidden lovers * ben affleck and liv tyler , with , with , animal crackers ! \nand it has will patton as a long lost husband trying to reunite with his separated wife and child , who thinks he\'s a salesman ! \ngurgle , * sniff * , awwwww . \nand it has steve buscemi spewing more one-liners about minors and strippers . \numm , moving right along . . . \narmageddon also has lots of action , with a capital "" a "" . \nnot just any action sequence would do . \nit must have _original_ action sequences that are designed to thrill . \nlike , drill , darn it , drill ! ! ! \nand , let\'s have inept people destroy the mir space station ! ! \ncan\'t you hear your heart beating ! ? \nand steve buscemi goes crazy and starts shooting at people ! ! \nwhat drama ! ! \nlastly , armageddon is out there to save the planet , with a capital "" p "" . \nthis can\'t be any old thriller--we must have an asteroid , the size of texas head straight for earth ! ! \nand , and , we must have beautiful scenic worldwide shots , like paris , blown up . \nand , and , we must have peoples of all colors , nations , and religions , join hand in hand for one final , hopeful , hug . \nthe final sequence , where muslims in prostrate worship stand up--in domino fashion--to cheer the victory , filled me with such emotional goo that i wanted to , to , to rip the screen into shreds ! ! \ni mean , i mean , cheer for ecstatic joy ! \n ( it was over ) . \ncomedy . "" c "" . \nromance . \n "" r "" . \naction . \n "" a "" . \nplanet . \n "" p "" . \nokay , kids , what does that spell ? \nseriously , folks . \nany film that could take the indie-films\' most valuable talents , and throw it all away with a bruce willis vehicle , a hundred-million dollar budget , but have cheap-o sets and lousy special effects , is , bottom line , living proof that hell exists , and has made a multi-picture deal with universal . \nin the midst of all the action , the terseness , the one-liners , the fake sets , the overall waste of time , i recognized matt malloy playing an underwritten nasa technician ( "" malloy , give me a reading "" ) . \nremember him ? \nhe was a principal player in last year\'s _in the company of men_ , a film that was more powerful , shocking , terrifying , funny , and shocking than _armageddon_ could ever aspire to be . \n_armageddon_ cost over $100 million to make . \n_itcom_ cost a paltry $30 , 000 . \nneed i say more ? \n'",0
"b'my first exposure to the nightmare on elm street series of films was not this one , but in fact the third installment ( it was the first to gain a national theatrical release ) . \ni didn\'t see the first film until much later . \nso looking back , the original didn\'t hold a lot of great memories for me , since i didn\'t think too much of it when i initially saw it . \nwatching it now for a second time confirmed that it\'s an overrated horror film that ultimately makes no sense whatsoever . \nyou all know the story by now : child murderer freddy krueger ( robert englund ) returns from the grave by haunting the dreams of the children of those who burned him alive years before . \nthis first installment does an adequate job with it\'s low budget , but there\'s some absurd dialogue and conceptual problems with the story . \nplus the movie\'s ending ( understandably the result of the studio wanting the end of the film to have a "" hook "" for a sequel ) renders the rest of the film pointless . \nand does anyone understand what happens to nancy\'s mother at the end of this film ? \ndon\'t get me wrong though . . . \nit\'s not as if a new generation of horror films have spurned me away from the classics . \nmost horror movies released today are just as inane as this film is . \nhorror is a difficult genre to pull off credibly , and a nightmare on elm street just doesn\'t cut it . \na nightmare on elm street is available on dvd from new line home video . \nit is available both as a single disc and as part of the nightmare on elm street collection box set . \nthe film is presented in both pan and scan and it\'s original theatrical aspect ratio of 1 . 78 : 1 ( although on the disc that comes in the box set , only a widescreen transfer is provided ) . \nthe film has been digitally remastered and includes two options for audio : a mono mix and a new dolby digital 5 . 1 mix . \nalso included on the dvd is a full-length audio commentary track with writer/director wes craven , stars john saxon and heather langenkamp , and the film\'s director of photography . \nother extras include the "" jump to a nightmare "" feature ( i\'m sure you can figure that one out ) , the usual cast and crew bios ( which are from the film\'s original press release kit , and notably leave out robert englund and johnny depp ! ) , and the film\'s original theatrical trailer . \nsome dvd-rom features are also included , but since i don\'t have dvd-rom capabilities i can\'t really get into that . \nthe commentary track is entertaining and informative , but nothing spectacular . \nthe first thing of note is that it\'s the same commentary track that was on the special edition laserdisc from a few years ago . \ni\'m not saying that\'s a negative thing , just pointing it out . \neveryone seems enthusiastic about being there , with the possible exception of john saxon , who just doesn\'t say much at all . \nmost of the time you\'ll forget he\'s even there . \neveryone else talks really quietly though for some reason , as if because they\'re commenting on a scary movie that they need to stay as quiet as possible . \nthe bonus disc with the boxed set called the nightmare series encyclopedia features about 45 minutes worth of interviews relating to the first film of the series . \nalso included is the original theatrical trailer and two alternate endings to the film . . . \nhowever you can only access one easily . \nthe other is hidden in what\'s called "" the labyrinth "" , which might possibly be the most annoying feature of a dvd ever created . \nbasically , it\'s an interactive game of sorts where you wander through different nightmare locations looking at objects which give you access to extra little snippets of footage , interviews , etc . somewhere in the labyrinth is the second alternate ending to the film . \nfinding it though is both a chore and a bore . \n[r] \n'",0
"b'except for a few bright moments of good verbal comedy , that old feeling is embarrassing to sit through . \nbette midler and dennis farina play lilly and dan , actress and author , once married , now violently divorced , and back together one last time for their daughter molly\'s ( paula marshall ) wedding . \nlilly and dan hate each other passionately -- so passionately that they have sex at the wedding and fall in love again . \neach ditches his or her current spouse of 14 years and runs off with the other . \nmolly , married now only 24 hours , runs off in search of her irresponsible parents while her husband keith ( jamie denton ) tries to console the abandoned spouses . \nin molly\'s search for her parents , she somehow falls in love with lilly\'s paparazzo joey ( danny nucci ) . \nmeanwhile , the newlywed keith ends up consoling dan\'s wife rowena ( gail o\'grady ) in bed . \nthe audience i saw this with apparently thought that all the adultery was hilarious . \ni\'m no dan quayle , but i thought it was a bit creepy . \nthe message seemed to be "" ignore your responsibilities unrepentantly and have fun fucking who you wish . "" \n "" family values "" aside , there\'s something cruel about all this . \nperhaps this movie would have played well as a black comedy , but the movie is a romantic comedy . \nwe are supposed to be rooting for these creeps . \nreiner and screenwriter leslie dixon tried to make it easier on us by making the victims unlikeable . \nlilly\'s husband is a new-age flake who rambles about "" emotional valet parking , "" so we can write him off as irrelevant . \ndan\'s wife is vain , manipulative , and jealous so we can write her off as a bitch . \nmolly\'s husband is a career-conscious , self-centered republican politician who thinks she\'s too fat ( and just for good measure , he also fucked dan\'s wife ) , so we can write him off as a prick . \neveryone else falls in love . \nbut still , that somehow doesn\'t justify the actions of the movie\'s main characters . \n "" he\'s a prick "" or "" she\'s a bitch "" is no defense . \nthe movie is somewhat redeemed by some funny dialog -- often during heated arguments -- and by above-average performances by midler and farina ( breaking out of his character-actor mold ) . \nother than that , it\'s a standard romantic comedy with a very substandard gimmick . \n'",0
"b'niagara niagara ( r ) bob gosse\'s niagara niagara follows a blueprint not unlike a lot of young-lovers-on-the-road movies . \nwild marcy ( robin tunney ) and calm seth ( henry thomas ) meet cute , literally running into each other while shoplifting at a local store . \na mere couple of scenes later , the two embark on a journey to toronto from their small , unnamed american town in pursuit of a rare doll that marcy desperately wants . \nalong the way , true love inevitably blossoms . \nwhat sets niagara niagara apart , though , is that marcy is afflicted with tourette\'s syndrome , a neurological disorder that causes sudden muscle and vocal tics . \ntunney , displaying an acting range not hinted at in the teenage witch thriller the craft , delivers an astonishing performance that won her the best actress prize at last year\'s venice film festival . \nto term her work a tour-de-force is not to imply that she attacks the scenery ; tunney\'s effectiveness lies in her modulation and vulnerability , which makes her depiction of marcy\'s illness--which often causes her to act violently--that much more convincing and tragic . \nshe and the nicely subtle thomas develop a sweetly innocent and beguilingly off-kilter chemistry . \ntheir journey hits a few rough spots creatively along the way , mostly the fault of writer matthew weiss . \na detour involving a kindly widower ( michael parks ) who takes the couple in brings the story to a screeching halt , and the key character of a trigger-happy pharmacist ( stephen lang ) is highly unbelievable . \nbut these missteps do not blunt the power of tunney\'s bravura turn , which carries niagara niagara to a level of poignance it would not have otherwise achieved . \n ( opens march 20 ) \n "" i didn\'t know what to expect . \nit\'s like something you chase for so long , but then you don\'t know how to react when you get it . \ni still don\'t know how to react . "" \n--michael jordan , on winning his first nba championship in 1991 . . . or , \nmy thoughts after meeting him on november 21 , 1997 \n'",1
"b""this is the movie not the perfume . \na slow moving , stylish psychological thriller in imitation of hitchcock's vertigo . \nit is adapted from an original story by brian de palma and paul schrader , and is directed by de palma and scripted by schrader . \nset in new orleans , 1959 , it shows the wealthy michael courtland ( cliff robertson ) sitting on top of the world , celebrating his tenth wedding anniversary with a party in his mansion , as his lovely wife elizabeth ( genevi ? ve bujold ) and young daughter amy ( blackman ) , both look up to him beaming with joy . \nhis real-estate development partner bob la salle ( john lithgow ) proposes a toast to him and to their prosperous business , while his high society friends give him their best wishes . \nupon retiring for the night , his daughter and wife are kidnapped in their bedroom and he is left with a ransom note to deliver $500 , 000 tomorrow or they will be killed . \ninspector brie ( stanley reyes ) comes up with a plan to put in phony money and a transmitter in the briefcase exchange , as that will lead them to the kidnappers . \nbut the kidnappers burst out of the house surrounded by the police , taking the two victims with them and in the pursuing police chase , the kidnapper's car explodes and goes over the bridge , where none of the bodies were found . \ngrieving the loss of his wife and child , the guilt-ridden michael builds them a tomb on the expensive land they were to develop . \nsixteen years later he goes with his partner bob on a vacation and he revisits florence , italy , where he met his wife . \nwhen he goes to the church where they met , he sees a young girl who looks exactly like his wife . \nher name is sandra portinari ( genevi ? ve bujold ) and she's working there restoring art that is decaying . \nhe falls instantly in love with her and doesn't heed bob's warnings that she might be a gold digger and decides to take her back to new orleans and marry her . \nsandra becomes his second chance to prove his love , as he thinks he can finally put the past behind him . \nthe surprises to come weren't really all that surprising , as the beauty in the storytelling is almost exclusively in the understated acting by the soul stricken cliff robertson , the emotionally impactful performance by genevi ? ve bujold , and the competent acting of john lithgow . \nit plays too much like a rehash of the master's work , to break any new ground , yet it is still thrilling in its own way . \n""",1
"b'plot : based on the wildly popular "" jerry springer "" tv show , this movie follows the lives of two groups of people before they make their bizarre appearances on the infamous program . \none posse comes from the trailer parks and are to be featured in the "" i slept with my stepfather "" segment , and the other is based on some fly-girl whose girlfriends keep sleeping with her undevoted "" dog "" boyfriend . \ncritique : the truth is that if i didn\'t have a day job , i would probably watch the real "" jerry springer "" show every day . \ni find it quite entertaining , despite its complete lack of redeeming value . \nhaving said that , the show itself is outrageous , funny , and always filled with goofy surprises , as opposed to this film which features no laughs ( is this a comedy or a drama ? ) , uninteresting and completely unbelievable one-dimensional stereotypes , and a contrived plot which bores us stupid all the way . \ni never thought i would utter the word boring in the same sentence as jerry springer , but this film is an absolute yawn-fest , despite offering various scenes featuring simulated blowjobs , lesbians , t&a and tv violence ( who would\'ve guessed that ? ) . \ni wish they would have either a ) made this movie much , much funnier , or b ) turned it into a complete drama and given us a real perspective as to why people like this actually put themselves through these public forums of embarrassment . \nunfortunately , it doesn\'t seem as though screenwriter jon bernstein spent more than a drunken weekend watching real "" jerry springer "" reruns to complete his script , leaving us with a boring film , featuring no laughs , one-dimensional characters , and no fun whatsoever . \nlittle known facts about this film and its stars : jerry springer used to be the mayor of cincinnati , ohio . \nfor this film , he won the 1999 razzie award for worst new star , tied with joe esterhas from an alan smithee film : burn hollywood burn . \n'",0
"b' "" houston . we have a serious problem . "" \nafter making "" mission : impossible "" , brian de palma has a lot to live up to . \nby making an epic science fiction and inviting great cast and talented crew , he hopes to reach the modern audience . \nand the possibilities are certainly there , but the result is a great disaster . \nstarting in a near future , with a prologue copied from "" apollo 13 "" , de palma slowly builds up his "" story "" . \nthe human race has already set foot on mars . \na research expedition has vanished without trace on the red planet and another one has been sent to find out what happened . \nthis is basically the whole plot . \nso it\'s hard to imagine that it can be stretched to 2 hours . \nbut de palma manages to do that . \nit is not a very good achievement . \nas we follow this expedition to mars and watch them slowly float in space , the hardest thing to do is stay awake . \nthe film\'s major problem is that it tries to seem more clever than it is . \ndavid mamet\'s dialogue , while trying to seem natural , is distant and simply fake . \nde palma and mamet wanted to combine action with a thought provoking plot . \nthe result is more like an unsuccessful mutation of kubrick\'s "" 2001 : a space odyssey "" , "" apollo 13 "" and "" godzilla "" . \nto make time pass , the creators have inserted several "" refreshing "" scientific details , that would not convince a half-crazed frog . \nit consists of multiple copies and direct ripp-offs from several great science fiction films and stories . \nwhen it finally presents an almost original idea , it falls flat because of its uncovered stupidity . \ni can\'t even call this film predictable , since no one with a healthy imagination can come up with something like this . \nsometimes it gets so cheesy , that you\'ll start laughing when you\'re supposed to cry and cry when you\'re supposed to laugh . \nyou\'ll see enormous sandstorms , hear mysterious sounds and , last but not least , on this "" constantly surprising "" tour you\'ll see -- an alien . \nit\'s really hard to find comparisons to such an experience , and i know that i\'ve never said that before ( i thought i never would ) , but "" lost in space "" is actually better . \nthat\'s an achievement in itself ! \ndirector brian de palma has stroke gold with "" untouchables "" that became an instant american classic . \nit is for this film that he will be remembered , while all his other failures will be forgotten . \nhe\'ll live to fight another day ! \ni send the actors my condolences , since they truly do try to transform into their undeveloped and dull characters . \nand both the cinematography , production design and art direction are very decent . \nit is because of the achievement of 254 people , that i rate this film 2/10 . \nunfortunately their hard work was in vain . \nif you have problems with insomnia , i recommend you this film . \nif you\'re not asleep within the first half hour , consult your doctor . \n'",0
"b'seen may 2 , 1998 at 3 : 40 p . m . at the crossgates cinema 18 , theater #13 , with chris wessell and sean o\'shea for $5 . \n[theater rating : * * * 1/2 : very good sound , picture , and seats] \nthe big-budget , mega-hype "" event "" movie is becoming so trendy now it is becoming a weekly routine instead of a seasonal one . \ngluttony is hollywood\'s favorite sin , but it is the movie-goers who pay the price by being dealt the same things over and over on an ever-worsening basis . \n "" lost in space "" is the latest such offering - a film so poor it would be twice as good if it were mediocre . \nit\'s made up of every element of science fiction , but at no time does it evoke the slightest amount of wonderment the genre was meant for . \naudiences\' attention spans are rapidly decreasing and as is the trend with such films , this one opens with a fast-paced space battle which serves not only as the most interesting scene in the film ( probably because it has "" star wars "" written all over it ) , but as the producers\' way of showing off their budget through the special effects . \nbattle scenes are worthless without tension , and since we have no idea what the setting is it\'s impossible to care about anything that happens . \nin essence , the entire segment works like a teaser for an arcade game , not a piece of filmmaking . \nwe meet the robinson family - a family of five that does not get along but has been chosen to act on earth\'s behalf in effort to find another planet worthy of colonization due to the exhausting of our natural resources . \neach member of the family has a special trait and personality , and yet none of them seem like actual people . \nprofessor john robinson ( hurt ) is the intelligent , quiet leader who has devoted so much time to his work his family and marriage are suffering without his realizing it ( it\'s obvious what role this aspect will play ) . \nof course this is all established through extremely melodramatic scenes such as the children and parents arguing and bickering among themselves and with each other , while the necessary problems are "" resolved "" at the right moments . \nthe only thing worse than the screenplay is the fact it\'s presented in a completely serious manner without a trace of satire , and is so pathetic it\'s laughable . \nthe first act is not a building of a story , but a juxtaposition of scenes that serve no purpose other than to plug in all the required elements ( such as plot , conflict , and characterization - god forbid ! ) . \nwe\'re provided with the minimum amount possible of these elements to keep the film from being completely silent . \nin fact , it might as well be since the dialogue is virtually non-existent . \nyes , the characters do speak , but they do not talk . \nthey say things that only relate to the conflict , but they never really interact ( unless it\'s the cartoony flirting scenes between arrogant major don west ( leblanc ) and uptight , unemotional judy robinson ( graham ) ) . \nit\'s amazing that after an hour of trite dialogue and generic plot devices that so little happens . \neventually the pacing rapidly increases , but the amount of genuine interest does not . \nthe story finally gains some prospective by living up to its title as the robinsons find themselves lost in space after narrowly managing to defeat dr . smith ( oldman ) , the cartoony villain , and his plans for sabotage . \nwhat ensues is a series upon series of completely unrelated conflicts . \nthe first such scene takes place on an abandoned spaceship and what ensues could best be described as "" alien "" -lite . \nthe story changes again when the robinsons crash land on an alien planet and must act quickly to escape it and survive . \nbut there\'s never any real notion of suspense here because the script constantly wanders aimlessly . \nplotlines are developed , but each becomes totally irrelevant as the story changes from scenario to scenario . \nthe atmosphere attempts to be surreal by incorporating time travel and various time paradoxes , but it\'s presented in such a ridiculous way it\'s utterly boring . \nby the time the last act rolls around , there is no sense of a payoff building . \nthe ending does not go out on a high note with any kind of climax , instead , it seems to come to a sudden halt ( but at least it ends at all ) . \n "" lost in space "" is major film production at its worst . \nit\'s frightening that a film so poorly written , directed , and acted might be considered mainstream entertainment . \n'",0
